"Date","BZ.F.Adjusted"
2019-06-03,64.4499969482422
2019-06-04,61.9700012207031
2019-06-05,60.6300010681152
2019-06-06,61.6699981689453
2019-06-07,63.2900009155273
2019-06-10,62.2900009155273
2019-06-11,62.2900009155273
2019-06-12,59.9700012207031
2019-06-13,61.310001373291
2019-06-14,62.0099983215332
2019-06-17,60.939998626709
2019-06-18,62.1399993896484
2019-06-19,61.8199996948242
2019-06-20,64.4499969482422
2019-06-21,65.1999969482422
2019-06-24,64.8600006103516
2019-06-25,65.0500030517578
2019-06-26,66.4899978637695
2019-06-27,66.5500030517578
2019-06-28,66.5500030517578
2019-07-01,66.5
2019-07-02,62.4000015258789
2019-07-03,63.8199996948242
2019-07-05,64.2300033569336
2019-07-08,64.1100006103516
2019-07-09,64.1600036621094
2019-07-10,67.0100021362305
2019-07-11,66.5199966430664
2019-07-12,66.7200012207031
2019-07-15,66.4800033569336
2019-07-16,64.3499984741211
2019-07-17,63.6599998474121
2019-07-18,61.9300003051758
2019-07-19,62.4700012207031
2019-07-22,63.2599983215332
2019-07-23,63.8300018310547
2019-07-24,63.1800003051758
2019-07-25,63.3899993896484
2019-07-26,63.4599990844727
2019-07-29,63.7099990844727
2019-07-30,64.7200012207031
2019-07-31,65.1699981689453
2019-08-01,65.1900024414062
2019-08-02,61.8899993896484
2019-08-05,59.810001373291
2019-08-06,58.939998626709
2019-08-07,56.2299995422363
2019-08-08,57.3800010681152
2019-08-09,58.5299987792969
2019-08-12,58.5699996948242
2019-08-13,61.2999992370605
2019-08-14,59.4799995422363
2019-08-15,58.2299995422363
2019-08-16,58.6399993896484
2019-08-19,59.7400016784668
2019-08-20,60.0299987792969
2019-08-21,60.2999992370605
2019-08-22,59.9199981689453
2019-08-23,59.3400001525879
2019-08-26,58.7000007629395
2019-08-27,59.5099983215332
2019-08-28,60.4900016784668
2019-08-29,61.0800018310547
2019-08-30,60.4300003051758
2019-09-03,58.2599983215332
2019-09-04,60.7000007629395
2019-09-05,60.9500007629395
2019-09-06,61.5400009155273
2019-09-09,62.5900001525879
2019-09-10,62.3800010681152
2019-09-11,60.810001373291
2019-09-12,60.3800010681152
2019-09-13,60.2200012207031
2019-09-16,69.0199966430664
2019-09-17,64.5500030517578
2019-09-18,63.5999984741211
2019-09-19,64.4000015258789
2019-09-20,64.2799987792969
2019-09-23,64.7699966430664
2019-09-24,63.0999984741211
2019-09-25,62.3899993896484
2019-09-26,62.7400016784668
2019-09-27,61.9099998474121
2019-09-30,60.7799987792969
2019-10-01,60.75
2019-10-02,57.689998626709
2019-10-03,57.7099990844727
2019-10-04,58.3699989318848
2019-10-07,58.3499984741211
2019-10-08,58.2400016784668
2019-10-09,58.3199996948242
2019-10-10,59.0999984741211
2019-10-11,60.5099983215332
2019-10-14,59.3499984741211
2019-10-15,58.7400016784668
2019-10-16,59.4199981689453
2019-10-17,59.9099998474121
2019-10-18,59.4199981689453
2019-10-21,58.9599990844727
2019-10-22,59.7000007629395
2019-10-23,61.1699981689453
2019-10-24,61.6699981689453
2019-10-25,62.0200004577637
2019-10-28,61.5699996948242
2019-10-29,61.5900001525879
2019-10-30,60.6100006103516
2019-10-31,60.2299995422363
2019-11-01,60.2099990844727
2019-11-04,62.1300010681152
2019-11-05,62.9599990844727
2019-11-06,61.7400016784668
2019-11-07,62.2900009155273
2019-11-08,62.5099983215332
2019-11-11,62.1800003051758
2019-11-12,62.060001373291
2019-11-13,62.3699989318848
2019-11-14,62.2799987792969
2019-11-15,63.2999992370605
2019-11-18,62.439998626709
2019-11-19,60.9099998474121
2019-11-20,62.4000015258789
2019-11-21,63.9700012207031
2019-11-22,63.3899993896484
2019-11-25,63.6500015258789
2019-11-26,64.2699966430664
2019-11-27,64.0599975585938
2019-11-29,62.4300003051758
2019-12-02,62.4000015258789
2019-12-03,60.8199996948242
2019-12-04,63
2019-12-05,63.3899993896484
2019-12-06,64.3899993896484
2019-12-09,64.25
2019-12-10,64.3399963378906
2019-12-11,63.7200012207031
2019-12-12,64.1999969482422
2019-12-13,65.2200012207031
2019-12-16,65.3399963378906
2019-12-17,66.0999984741211
2019-12-18,66.1699981689453
2019-12-19,66.5400009155273
2019-12-20,66.1399993896484
2019-12-23,66.3899993896484
2019-12-24,67.1999969482422
2019-12-26,67.9199981689453
2019-12-27,68.1600036621094
2019-12-30,68.4400024414062
2019-12-31,68.379997253418
2020-01-02,66.25
2020-01-03,68.5999984741211
2020-01-06,68.9100036621094
2020-01-07,68.2699966430664
2020-01-08,65.4400024414062
2020-01-09,65.370002746582
2020-01-10,64.9800033569336
2020-01-13,64.1999969482422
2020-01-14,64.4899978637695
2020-01-15,64
2020-01-16,64.620002746582
2020-01-17,64.8499984741211
2020-01-21,64.5899963378906
2020-01-22,63.2099990844727
2020-01-23,62.0400009155273
2020-01-24,60.689998626709
2020-01-27,59.3199996948242
2020-01-28,59.5099983215332
2020-01-29,59.810001373291
2020-01-30,58.2900009155273
2020-01-31,58.1599998474121
2020-02-03,58.2000007629395
2020-02-04,53.9599990844727
2020-02-05,55.2799987792969
2020-02-06,54.9300003051758
2020-02-07,54.4700012207031
2020-02-10,53.2700004577637
2020-02-11,54.0099983215332
2020-02-12,55.7900009155273
2020-02-13,56.3400001525879
2020-02-14,57.3199996948242
2020-02-18,57.75
2020-02-19,59.1199989318848
2020-02-20,59.310001373291
2020-02-21,58.5
2020-02-24,56.2999992370605
2020-02-25,54.9500007629395
2020-02-26,53.4300003051758
2020-02-27,52.1800003051758
2020-02-28,50.5200004577637
2020-03-02,50.4799995422363
2020-03-03,51.8600006103516
2020-03-04,51.1300010681152
2020-03-05,49.9900016784668
2020-03-06,45.2700004577637
2020-03-09,34.3600006103516
2020-03-10,37.2200012207031
2020-03-11,35.7900009155273
2020-03-12,33.2200012207031
2020-03-13,33.8499984741211
2020-03-16,30.0499992370605
2020-03-17,28.7299995422363
2020-03-18,24.8799991607666
2020-03-19,28.4699993133545
2020-03-20,26.9799995422363
2020-03-23,27.0300006866455
2020-03-24,27.1499996185303
2020-03-25,27.3899993896484
2020-03-26,26.3400001525879
2020-03-27,24.9300003051758
2020-03-30,22.7600002288818
2020-03-31,22.7399997711182
2020-04-01,22.7600002288818
2020-04-02,29.9400005340576
2020-04-03,34.1100006103516
2020-04-06,33.0499992370605
2020-04-07,31.8700008392334
2020-04-08,32.8400001525879
2020-04-09,31.4799995422363
2020-04-13,31.7399997711182
2020-04-14,29.6000003814697
2020-04-15,27.6900005340576
2020-04-16,27.8199996948242
2020-04-17,28.0799999237061
2020-04-20,25.5699996948242
2020-04-21,19.3299999237061
2020-04-22,20.3700008392334
2020-04-23,21.3299999237061
2020-04-24,21.4400005340576
2020-04-27,19.9899997711182
2020-04-28,20.4599990844727
2020-04-29,22.5400009155273
2020-04-30,25.2700004577637
2020-05-01,25.2900009155273
2020-05-04,27.2000007629395
2020-05-05,30.9699993133545
2020-05-06,29.7199993133545
2020-05-07,29.4599990844727
2020-05-08,30.9699993133545
2020-05-11,29.6299991607666
2020-05-12,29.9799995422363
2020-05-13,29.1900005340576
2020-05-14,31.1299991607666
2020-05-15,32.5
2020-05-18,34.810001373291
2020-05-19,34.6500015258789
2020-05-20,35.75
2020-05-21,36.060001373291
2020-05-22,35.1300010681152
2020-05-26,36.1699981689453
2020-05-27,34.7400016784668
2020-05-28,35.2900009155273
2020-05-29,35.3300018310547
2020-06-01,35.3199996948242
2020-06-02,39.5699996948242
2020-06-03,39.7900009155273
2020-06-04,39.9900016784668
2020-06-05,42.2999992370605
2020-06-08,40.7999992370605
2020-06-09,41.1800003051758
2020-06-10,41.7299995422363
2020-06-11,38.5499992370605
2020-06-12,38.7299995422363
2020-06-15,39.7200012207031
2020-06-16,40.9599990844727
2020-06-17,40.7099990844727
2020-06-18,41.5099983215332
2020-06-19,42.189998626709
2020-06-22,43.0800018310547
2020-06-23,42.6300010681152
2020-06-24,40.310001373291
2020-06-25,41.0499992370605
2020-06-26,41.0200004577637
2020-06-29,41.7099990844727
2020-06-30,41.1500015258789
2020-07-01,41.1300010681152
2020-07-02,43.1399993896484
2020-07-06,43.0999984741211
2020-07-07,43.0800018310547
2020-07-08,43.2900009155273
2020-07-09,42.3499984741211
2020-07-10,43.2400016784668
2020-07-13,42.7200012207031
2020-07-14,42.9000015258789
2020-07-15,43.7900009155273
2020-07-16,43.3699989318848
2020-07-17,43.1399993896484
2020-07-20,43.2799987792969
2020-07-21,44.3199996948242
2020-07-22,44.2900009155273
2020-07-23,43.310001373291
2020-07-24,43.3400001525879
2020-07-27,43.4099998474121
2020-07-28,43.2200012207031
2020-07-29,43.75
2020-07-30,42.939998626709
2020-07-31,43.2999992370605
2020-08-03,43.2599983215332
2020-08-04,44.4300003051758
2020-08-05,45.1699981689453
2020-08-06,45.0900001525879
2020-08-07,44.4000015258789
2020-08-10,44.9900016784668
2020-08-11,44.5
2020-08-12,45.4300003051758
2020-08-13,44.9599990844727
2020-08-14,44.7999992370605
2020-08-17,45.3699989318848
2020-08-18,45.4599990844727
2020-08-19,45.3699989318848
2020-08-20,44.9000015258789
2020-08-21,44.3499984741211
2020-08-24,45.1300010681152
2020-08-25,45.8600006103516
2020-08-26,45.6399993896484
2020-08-27,45.0900001525879
2020-08-28,45.0499992370605
2020-08-31,45.0999984741211
2020-09-01,NA
2020-09-02,44.4300003051758
2020-09-03,44.0699996948242
2020-09-04,42.6599998474121
2020-09-08,39.7799987792969
2020-09-09,40.7900009155273
2020-09-10,40.060001373291
2020-09-11,39.8300018310547
2020-09-14,39.6100006103516
2020-09-15,40.5299987792969
2020-09-16,42.2200012207031
2020-09-17,43.2999992370605
2020-09-18,43.1500015258789
2020-09-21,41.439998626709
2020-09-22,41.7200012207031
2020-09-23,41.7700004577637
2020-09-24,41.939998626709
2020-09-25,41.9199981689453
2020-09-28,42.4300003051758
2020-09-29,41.0299987792969
2020-09-30,40.9500007629395
2020-10-01,40.9599990844727
2020-10-02,39.2700004577637
2020-10-05,41.2900009155273
2020-10-06,42.6500015258789
2020-10-07,41.9900016784668
2020-10-08,43.3400001525879
2020-10-09,42.8499984741211
2020-10-12,41.7200012207031
2020-10-13,42.4500007629395
2020-10-14,43.3199996948242
2020-10-15,43.1599998474121
2020-10-16,42.9300003051758
2020-10-19,42.6199989318848
2020-10-20,43.1599998474121
2020-10-21,41.7299995422363
2020-10-22,42.4599990844727
2020-10-23,41.7700004577637
2020-10-26,40.4599990844727
2020-10-27,41.2000007629395
2020-10-28,39.1199989318848
2020-10-29,37.6500015258789
2020-10-30,37.4599990844727
2020-11-02,37.4599990844727
2020-11-03,39.7099990844727
2020-11-04,41.2299995422363
2020-11-05,40.9300003051758
2020-11-06,39.4500007629395
2020-11-09,42.4000015258789
2020-11-10,43.6100006103516
2020-11-11,43.7999992370605
2020-11-12,43.5299987792969
2020-11-13,42.7799987792969
2020-11-16,43.8199996948242
2020-11-17,43.75
2020-11-18,44.3400001525879
2020-11-19,44.2000007629395
2020-11-20,44.9599990844727
2020-11-23,46.060001373291
2020-11-24,47.8600006103516
2020-11-25,48.6100006103516
2020-11-27,48.1800003051758
2020-11-30,47.5900001525879
2020-12-01,47.6100006103516
2020-12-02,48.25
2020-12-03,48.7099990844727
2020-12-04,49.25
2020-12-07,48.7900009155273
2020-12-08,48.8400001525879
2020-12-09,48.8600006103516
2020-12-10,50.25
2020-12-11,49.9700012207031
2020-12-14,50.2900009155273
2020-12-15,50.7599983215332
2020-12-16,51.0800018310547
2020-12-17,51.5
2020-12-18,52.2599983215332
2020-12-21,50.9099998474121
2020-12-22,50.0800018310547
2020-12-23,51.2000007629395
2020-12-24,51.2900009155273
2020-12-28,50.8600006103516
2020-12-29,51.0900001525879
2020-12-30,51.3400001525879
2020-12-31,NA
2021-01-04,51.0900001525879
2021-01-05,53.5999984741211
2021-01-06,54.2999992370605
2021-01-07,54.3800010681152
2021-01-08,55.9900016784668
2021-01-11,55.6599998474121
2021-01-12,56.5800018310547
2021-01-13,56.060001373291
2021-01-14,56.4199981689453
2021-01-15,55.0999984741211
2021-01-19,55.9000015258789
2021-01-20,56.0800018310547
2021-01-21,56.0999984741211
2021-01-22,55.4099998474121
2021-01-25,55.8800010681152
2021-01-26,55.9099998474121
2021-01-27,55.810001373291
2021-01-28,55.5299987792969
2021-01-29,55.8800010681152
2021-02-01,55.8800010681152
2021-02-02,57.4599990844727
2021-02-03,58.4599990844727
2021-02-04,58.8400001525879
2021-02-05,59.3400001525879
2021-02-08,60.560001373291
2021-02-09,61.0900001525879
2021-02-10,61.4700012207031
2021-02-11,61.1399993896484
2021-02-12,62.4300003051758
2021-02-16,63.3499984741211
2021-02-17,64.3399963378906
2021-02-18,63.9300003051758
2021-02-19,62.9099998474121
2021-02-22,65.2399978637695
2021-02-23,65.370002746582
2021-02-24,67.0400009155273
2021-02-25,66.879997253418
2021-02-26,66.129997253418
2021-03-01,65.9499969482422
2021-03-02,62.7000007629395
2021-03-03,64.0699996948242
2021-03-04,66.7399978637695
2021-03-05,69.3600006103516
2021-03-08,68.2399978637695
2021-03-09,67.5199966430664
2021-03-10,67.9000015258789
2021-03-11,69.629997253418
2021-03-12,69.2200012207031
2021-03-15,68.879997253418
2021-03-16,68.3899993896484
2021-03-17,68
2021-03-18,63.2799987792969
2021-03-19,64.5299987792969
2021-03-22,64.620002746582
2021-03-23,60.7900009155273
2021-03-24,64.4100036621094
2021-03-25,61.9500007629395
2021-03-26,64.5699996948242
2021-03-29,64.9800033569336
2021-03-30,64.1399993896484
2021-03-31,63.5400009155273
2021-04-01,63.5999984741211
2021-04-05,62.1500015258789
2021-04-06,62.7400016784668
2021-04-07,63.1599998474121
2021-04-08,63.2000007629395
2021-04-09,62.9500007629395
2021-04-12,63.2799987792969
2021-04-13,63.6699981689453
2021-04-14,66.5800018310547
2021-04-15,66.9400024414062
2021-04-16,66.7699966430664
2021-04-19,67.0500030517578
2021-04-20,66.5699996948242
2021-04-21,65.3199996948242
2021-04-22,65.4000015258789
2021-04-23,66.1100006103516
2021-04-26,65.6500015258789
2021-04-27,66.4199981689453
2021-04-28,67.2699966430664
2021-04-29,68.5599975585938
2021-04-30,67.25
2021-05-03,67.2900009155273
2021-05-04,NA
2021-05-05,68.9599990844727
2021-05-06,68.0899963378906
2021-05-07,68.2799987792969
2021-05-10,68.3199996948242
2021-05-11,68.5500030517578
2021-05-12,69.3199996948242
2021-05-13,67.0500030517578
2021-05-14,68.7099990844727
2021-05-17,69.4599990844727
2021-05-18,68.7099990844727
2021-05-19,66.6600036621094
2021-05-20,65.1100006103516
2021-05-21,66.4400024414062
2021-05-24,68.4599990844727
2021-05-25,68.6500015258789
2021-05-26,68.870002746582
2021-05-27,69.4599990844727
2021-05-28,69.629997253418
2021-06-01,69.629997253418
2021-06-02,71.3499984741211
2021-06-03,71.3099975585938
2021-06-04,71.8899993896484
2021-06-07,71.4899978637695
2021-06-08,72.2200012207031
2021-06-09,72.2200012207031
2021-06-10,72.5199966430664
2021-06-11,72.6900024414062
2021-06-14,72.8600006103516
2021-06-15,73.9899978637695
2021-06-16,74.3899993896484
2021-06-17,73.0800018310547
2021-06-18,73.5100021362305
2021-06-21,74.9000015258789
2021-06-22,74.8099975585938
2021-06-23,75.1900024414062
2021-06-24,75.5599975585938
2021-06-25,76.1800003051758
2021-06-28,74.6800003051758
2021-06-29,74.7600021362305
2021-06-30,75.129997253418
2021-07-01,75.8399963378906
2021-07-02,76.1699981689453
2021-07-06,74.5299987792969
2021-07-07,73.4300003051758
2021-07-08,74.120002746582
2021-07-09,75.5500030517578
2021-07-12,75.1600036621094
2021-07-13,76.4899978637695
2021-07-14,74.7600021362305
2021-07-15,73.4700012207031
2021-07-16,73.5899963378906
2021-07-19,68.620002746582
2021-07-20,69.3499984741211
2021-07-21,72.2300033569336
2021-07-22,73.7900009155273
2021-07-23,74.0999984741211
2021-07-26,74.5
2021-07-27,74.4800033569336
2021-07-28,74.7399978637695
2021-07-29,76.0500030517578
2021-07-30,76.3300018310547
2021-08-02,72.8899993896484
2021-08-03,72.4100036621094
2021-08-04,70.379997253418
2021-08-05,71.2900009155273
2021-08-06,70.6999969482422
2021-08-09,69.0400009155273
2021-08-10,70.629997253418
2021-08-11,71.4400024414062
2021-08-12,71.3099975585938
2021-08-13,70.5899963378906
2021-08-16,69.5100021362305
2021-08-17,69.0299987792969
2021-08-18,68.2300033569336
2021-08-19,66.4499969482422
2021-08-20,65.1800003051758
2021-08-23,68.75
2021-08-24,71.0500030517578
2021-08-25,72.25
2021-08-26,71.0699996948242
2021-08-27,72.6999969482422
2021-08-30,73.4100036621094
2021-08-31,72.9899978637695
2021-09-01,71.5899963378906
2021-09-02,73.0299987792969
2021-09-03,72.6100006103516
2021-09-07,71.6900024414062
2021-09-08,72.5999984741211
2021-09-09,71.4499969482422
2021-09-10,72.9199981689453
2021-09-13,73.5100021362305
2021-09-14,73.5999984741211
2021-09-15,75.4599990844727
2021-09-16,75.6699981689453
2021-09-17,75.3399963378906
2021-09-20,73.9199981689453
2021-09-21,74.3600006103516
2021-09-22,76.1900024414062
2021-09-23,77.25
2021-09-24,78.0899963378906
2021-09-27,79.5299987792969
2021-09-28,79.0899963378906
2021-09-29,78.6399993896484
2021-09-30,78.5199966430664
2021-10-01,79.2799987792969
2021-10-04,81.2600021362305
2021-10-05,82.5599975585938
2021-10-06,81.0800018310547
2021-10-07,81.9499969482422
2021-10-08,82.3899993896484
2021-10-11,83.6500015258789
2021-10-12,83.4199981689453
2021-10-13,83.1800003051758
2021-10-14,84
2021-10-15,84.8600006103516
2021-10-18,84.3300018310547
2021-10-19,85.0800018310547
2021-10-20,85.8199996948242
2021-10-21,84.6100006103516
2021-10-22,85.5299987792969
2021-10-25,85.9899978637695
2021-10-26,86.4000015258789
2021-10-27,84.5800018310547
2021-10-28,84.3199996948242
2021-10-29,84.379997253418
2021-11-01,84.7099990844727
2021-11-02,84.7200012207031
2021-11-03,81.9899978637695
2021-11-04,80.5400009155273
2021-11-05,82.7399978637695
2021-11-08,83.4300003051758
2021-11-09,84.7799987792969
2021-11-10,82.6399993896484
2021-11-11,82.870002746582
2021-11-12,82.1699981689453
2021-11-15,82.0500030517578
2021-11-16,82.4300003051758
2021-11-17,80.2799987792969
2021-11-18,81.2399978637695
2021-11-19,78.8899993896484
2021-11-22,79.6999969482422
2021-11-23,82.3099975585938
2021-11-24,82.25
2021-11-26,72.7200012207031
2021-11-29,73.4400024414062
2021-11-30,70.5699996948242
2021-12-01,68.870002746582
2021-12-02,69.6699981689453
2021-12-03,69.879997253418
2021-12-06,73.0800018310547
2021-12-07,75.4400024414062
2021-12-08,75.8199996948242
2021-12-09,74.4199981689453
2021-12-10,75.1500015258789
2021-12-13,74.3899993896484
2021-12-14,73.6999969482422
2021-12-15,73.879997253418
2021-12-16,75.0199966430664
2021-12-17,73.5199966430664
2021-12-20,71.5199966430664
2021-12-21,73.9800033569336
2021-12-22,75.2900009155273
2021-12-23,76.8499984741211
2021-12-27,78.5999984741211
2021-12-28,78.9400024414062
2021-12-29,79.2300033569336
2021-12-30,79.3199996948242
2021-12-31,79.1999969482422
2022-01-03,78.9800033569336
2022-01-04,80
2022-01-05,80.8000030517578
2022-01-06,81.9899978637695
2022-01-07,81.75
2022-01-10,80.870002746582
2022-01-11,83.7200012207031
2022-01-12,84.6699981689453
2022-01-13,84.4700012207031
2022-01-14,86.0599975585938
2022-01-18,87.5100021362305
2022-01-19,88.4400024414062
2022-01-20,88.379997253418
2022-01-21,87.8899993896484
2022-01-24,86.2699966430664
2022-01-25,88.1999969482422
2022-01-26,89.9599990844727
2022-01-27,89.3399963378906
2022-01-28,90.0299987792969
2022-01-31,91.2099990844727
2022-02-01,91.2900009155273
2022-02-02,89.4700012207031
2022-02-03,91.1100006103516
2022-02-04,93.2699966430664
2022-02-07,92.6900024414062
2022-02-08,90.7799987792969
2022-02-09,91.5500030517578
2022-02-10,91.4100036621094
2022-02-11,94.4400024414062
2022-02-14,96.4800033569336
2022-02-15,93.2799987792969
2022-02-16,94.8099975585938
2022-02-17,92.9700012207031
2022-02-18,93.5400009155273
2022-02-22,96.8399963378906
2022-02-23,96.8399963378906
2022-02-24,99.0800018310547
2022-02-25,97.9300003051758
2022-02-28,100.98999786377
2022-03-01,100.849998474121
2022-03-02,112.930000305176
2022-03-03,110.459999084473
2022-03-04,118.110000610352
2022-03-07,123.209999084473
2022-03-08,127.980003356934
2022-03-09,111.139999389648
2022-03-10,109.330001831055
2022-03-11,112.669998168945
2022-03-14,106.900001525879
2022-03-15,99.9100036621094
2022-03-16,98.0199966430664
2022-03-17,106.639999389648
2022-03-18,107.930000305176
2022-03-21,115.620002746582
2022-03-22,115.480003356934
2022-03-23,121.599998474121
2022-03-24,119.029998779297
2022-03-25,120.650001525879
2022-03-28,112.480003356934
2022-03-29,110.230003356934
2022-03-30,113.449996948242
2022-03-31,107.910003662109
2022-04-01,107.669998168945
2022-04-04,107.529998779297
2022-04-05,106.639999389648
2022-04-06,101.069999694824
2022-04-07,100.580001831055
2022-04-08,102.779998779297
2022-04-11,98.4800033569336
2022-04-12,104.639999389648
2022-04-13,108.779998779297
2022-04-14,111.699996948242
2022-04-18,113.160003662109
2022-04-19,107.25
2022-04-20,106.800003051758
2022-04-21,108.330001831055
2022-04-22,106.650001525879
2022-04-25,102.319999694824
2022-04-26,104.98999786377
2022-04-27,105.319999694824
2022-04-28,107.589996337891
2022-04-29,109.339996337891
2022-05-02,109.360000610352
2022-05-03,104.970001220703
2022-05-04,110.139999389648
2022-05-05,110.900001525879
2022-05-06,112.389999389648
2022-05-09,105.940002441406
2022-05-10,102.459999084473
2022-05-11,107.51000213623
2022-05-12,107.449996948242
2022-05-13,111.550003051758
2022-05-16,114.23999786377
2022-05-17,111.930000305176
2022-05-18,109.110000610352
2022-05-19,112.040000915527
2022-05-20,112.550003051758
2022-05-23,113.419998168945
2022-05-24,113.559997558594
2022-05-25,114.029998779297
2022-05-26,117.400001525879
2022-05-27,119.430000305176
2022-05-31,122.839996337891
2022-06-01,116.290000915527
2022-06-02,117.610000610352
2022-06-03,119.720001220703
2022-06-06,119.51000213623
2022-06-07,120.569999694824
2022-06-08,123.580001831055
2022-06-09,123.069999694824
2022-06-10,122.01000213623
2022-06-13,122.269996643066
2022-06-14,121.169998168945
2022-06-15,118.51000213623
2022-06-16,119.809997558594
2022-06-17,113.120002746582
2022-06-21,114.650001525879
2022-06-22,111.73999786377
2022-06-23,110.050003051758
2022-06-24,113.120002746582
2022-06-27,115.089996337891
2022-06-28,117.980003356934
2022-06-29,116.26000213623
2022-06-30,114.809997558594
2022-07-01,111.629997253418
2022-07-05,102.769996643066
2022-07-06,100.690002441406
2022-07-07,104.650001525879
2022-07-08,107.019996643066
2022-07-11,107.099998474121
2022-07-12,99.4899978637695
2022-07-13,99.5699996948242
2022-07-14,99.0999984741211
2022-07-15,101.160003662109
2022-07-18,106.269996643066
2022-07-19,107.349998474121
2022-07-20,106.919998168945
2022-07-21,103.860000610352
2022-07-22,103.199996948242
2022-07-25,105.150001525879
2022-07-26,104.400001525879
2022-07-27,106.620002746582
2022-07-28,107.139999389648
2022-07-29,110.01000213623
2022-08-01,100.029998779297
2022-08-02,100.540000915527
2022-08-03,96.7799987792969
2022-08-04,94.120002746582
2022-08-05,94.9199981689453
2022-08-08,96.6500015258789
2022-08-09,96.3099975585938
2022-08-10,97.4000015258789
2022-08-11,99.5999984741211
2022-08-12,98.1500015258789
2022-08-15,95.0999984741211
2022-08-16,92.3399963378906
2022-08-17,93.6500015258789
2022-08-18,96.5899963378906
2022-08-19,96.7200012207031
2022-08-22,96.4800033569336
2022-08-23,100.220001220703
2022-08-24,101.220001220703
2022-08-25,99.3399963378906
2022-08-26,100.98999786377
2022-08-29,105.089996337891
2022-08-30,99.3099975585938
2022-08-31,96.4899978637695
2022-09-01,92.3600006103516
2022-09-02,93.0199966430664
2022-09-06,92.8300018310547
2022-09-07,88
2022-09-08,89.1500015258789
2022-09-09,92.8399963378906
2022-09-12,94
2022-09-13,93.1699981689453
2022-09-14,94.0999984741211
2022-09-15,90.8399963378906
2022-09-16,91.3499984741211
2022-09-19,92
2022-09-20,90.620002746582
2022-09-21,89.8300018310547
2022-09-22,90.4599990844727
2022-09-23,86.1500015258789
2022-09-26,84.0599975585938
2022-09-27,86.2699966430664
2022-09-28,89.3199996948242
2022-09-29,88.4899978637695
2022-09-30,87.9599990844727
2022-10-03,88.8600006103516
2022-10-04,91.8000030517578
2022-10-05,93.370002746582
2022-10-06,94.4199981689453
2022-10-07,97.9199981689453
2022-10-10,96.1900024414062
2022-10-11,94.2900009155273
2022-10-12,92.4499969482422
