"Date","EURUSD.X.Adjusted"
2019-01-01,1.14930641651154
2019-01-02,1.14617121219635
2019-01-03,1.13181066513062
2019-01-04,1.13910782337189
2019-01-07,1.14104449748993
2019-01-08,1.14797377586365
2019-01-09,1.14560663700104
2019-01-10,1.15549492835999
2019-01-11,1.15101289749146
2019-01-14,1.14601361751556
2019-01-15,1.14728891849518
2019-01-16,1.14168286323547
2019-01-17,1.13980889320374
2019-01-18,1.13926362991333
2019-01-21,1.13655745983124
2019-01-22,1.1369321346283
2019-01-23,1.13640236854553
2019-01-24,1.1388224363327
2019-01-25,1.13134968280792
2019-01-28,1.1413049697876
2019-01-29,1.14300084114075
2019-01-30,1.14353668689728
2019-01-31,1.14876508712769
2019-02-01,1.14495074748993
2019-02-04,1.14552783966064
2019-02-05,1.14362835884094
2019-02-06,1.14099252223969
2019-02-07,1.13659608364105
2019-02-08,1.13387680053711
2019-02-11,1.13242590427399
2019-02-12,1.12790429592133
2019-02-13,1.13346552848816
2019-02-14,1.12649405002594
2019-02-15,1.12953507900238
2019-02-18,1.12980306148529
2019-02-19,1.13119614124298
2019-02-20,1.13430118560791
2019-02-21,1.13463580608368
2019-02-22,1.13430118560791
2019-02-25,1.13422405719757
2019-02-26,1.13675117492676
2019-02-27,1.13931548595428
2019-02-28,1.13801896572113
2019-03-01,1.13734591007233
2019-03-04,1.13759171962738
2019-03-05,1.1337354183197
2019-03-06,1.13071012496948
2019-03-07,1.13140094280243
2019-03-08,1.11983335018158
2019-03-11,1.12324213981628
2019-03-12,1.12592327594757
2019-03-13,1.12874460220337
2019-03-14,1.13310599327087
2019-03-15,1.13083791732788
2019-03-18,1.13197720050812
2019-03-19,1.13361978530884
2019-03-20,1.13548612594604
2019-03-21,1.14279186725616
2019-03-22,1.13750112056732
2019-03-25,1.12958610057831
2019-03-26,1.13158011436462
2019-03-27,1.12748467922211
2019-03-28,1.12517583370209
2019-03-29,1.123002409935
2019-03-31,1.12238490581512
2019-04-01,1.12057375907898
2019-04-02,1.12038540840149
2019-04-03,1.12469494342804
2019-04-04,1.12258648872375
2019-04-07,1.12195670604706
2019-04-08,1.12564444541931
2019-04-09,1.12669706344604
2019-04-10,1.12765002250671
2019-04-11,1.12607538700104
2019-04-14,1.13050556182861
2019-04-15,1.13049280643463
2019-04-16,1.12850260734558
2019-04-17,1.12971377372742
2019-04-18,1.12359547615051
2019-04-21,1.12445461750031
2019-04-22,1.1258978843689
2019-04-23,1.12243521213531
2019-04-24,1.11534941196442
2019-04-25,1.11368489265442
2019-04-28,1.11502611637115
2019-04-29,1.11851823329926
2019-04-30,1.12160432338715
2019-05-01,1.12008416652679
2019-05-02,1.11735594272614
2019-05-05,1.11858081817627
2019-05-06,1.12018465995789
2019-05-07,1.11910653114319
2019-05-08,1.11983335018158
2019-05-09,1.12220847606659
2019-05-12,1.12364602088928
2019-05-13,1.12325477600098
2019-05-14,1.12044823169708
2019-05-15,1.12072443962097
2019-05-16,1.11735594272614
2019-05-19,1.11653244495392
2019-05-20,1.1168566942215
2019-05-21,NA
2019-05-22,1.11554849147797
2019-05-23,1.11845564842224
2019-05-26,1.12096309661865
2019-05-27,1.11938214302063
2019-05-28,1.11706876754761
2019-05-29,1.11373460292816
2019-05-30,1.1131147146225
2019-06-02,1.11740577220917
2019-06-03,1.12463164329529
2019-06-04,1.12540376186371
2019-06-05,1.12290155887604
2019-06-06,1.12765002250671
2019-06-09,1.13201570510864
2019-06-10,1.13181066513062
2019-06-11,1.13295185565948
2019-06-12,1.12956058979034
2019-06-13,1.12804436683655
2019-06-16,1.12170505523682
2019-06-17,1.12246036529541
2019-06-18,1.11982083320618
2019-06-19,1.12384808063507
2019-06-20,1.12956058979034
2019-06-23,1.13847243785858
2019-06-24,1.14002978801727
2019-06-25,1.13699674606323
2019-06-26,1.13747525215149
2019-06-27,1.13729417324066
2019-06-30,1.1364928483963
2019-07-01,1.12874460220337
2019-07-02,1.12930548191071
2019-07-03,1.12879550457001
2019-07-04,1.12857902050018
2019-07-07,1.12273764610291
2019-07-08,1.12160432338715
2019-07-09,1.12082493305206
2019-07-10,1.1258852481842
2019-07-11,1.12523913383484
2019-07-14,1.12720513343811
2019-07-15,1.12617683410645
2019-07-16,1.12122714519501
2019-07-17,1.12296462059021
2019-07-18,1.12615156173706
2019-07-21,1.12183082103729
2019-07-22,1.12061142921448
2019-07-23,1.11512553691864
2019-07-24,1.11424338817596
2019-07-25,1.11461591720581
2019-07-28,1.1132138967514
2019-07-29,1.11430549621582
2019-07-30,1.11579740047455
2019-07-31,1.10717451572418
2019-08-01,1.10788595676422
2019-08-04,1.11080253124237
2019-08-05,1.12437880039215
2019-08-06,1.12069928646088
2019-08-07,1.12043559551239
2019-08-08,1.11871838569641
2019-08-11,1.12084996700287
2019-08-12,1.12183082103729
2019-08-13,1.11770558357239
2019-08-14,1.11433029174805
2019-08-15,1.11135804653168
2019-08-18,1.10938537120819
2019-08-19,1.10831570625305
2019-08-20,1.10977935791016
2019-08-21,1.10907781124115
2019-08-22,1.10840165615082
2019-08-25,1.11430549621582
2019-08-26,1.11037087440491
2019-08-27,1.10900402069092
2019-08-28,1.10858595371246
2019-08-29,1.10619473457336
2019-09-01,1.09917891025543
2019-09-02,1.09685206413269
2019-09-03,1.09745395183563
2019-09-04,1.10349702835083
2019-09-05,1.10363101959229
2019-09-08,1.10206198692322
2019-09-09,1.10483813285828
2019-09-10,1.10503339767456
2019-09-11,1.1013457775116
2019-09-12,1.10582768917084
2019-09-15,1.1083402633667
2019-09-16,1.10059440135956
2019-09-17,1.10746872425079
2019-09-18,1.10314393043518
2019-09-19,1.10485029220581
2019-09-22,1.10190415382385
2019-09-23,1.09937226772308
2019-09-24,1.10168552398682
2019-09-25,1.09529030323029
2019-09-26,1.09227538108826
2019-09-29,1.0942714214325
2019-09-30,1.08996570110321
2019-10-01,1.09349370002747
2019-10-02,1.09637093544006
2019-10-03,1.09753823280334
2019-10-06,1.09865963459015
2019-10-07,1.09721302986145
2019-10-08,1.09601056575775
2019-10-09,1.09878039360046
2019-10-10,1.10110330581665
2019-10-13,1.10300040245056
2019-10-14,1.10290062427521
2019-10-15,1.10347270965576
2019-10-16,1.10749328136444
2019-10-17,1.11271834373474
2019-10-20,1.11557340621948
2019-10-21,1.11517536640167
2019-10-22,1.11292886734009
2019-10-23,1.11323857307434
2019-10-24,1.11039555072784
2019-10-28,1.10842621326447
2019-10-29,1.10991489887238
2019-10-30,1.11148166656494
2019-10-31,1.11544895172119
2019-11-01,1.11571025848389
2019-11-04,1.11665713787079
2019-11-05,1.1128545999527
2019-11-06,1.10741972923279
2019-11-07,1.1070396900177
2019-11-08,1.10196971893311
2019-11-11,1.10224425792694
2019-11-12,1.10354566574097
2019-11-13,1.10123670101166
2019-11-14,1.10132157802582
2019-11-15,1.10204982757568
2019-11-18,1.1055098772049
2019-11-19,1.10723578929901
2019-11-20,1.10800015926361
2019-11-21,1.10788595676422
2019-11-22,1.10658633708954
2019-11-25,1.10225629806519
2019-11-26,1.10144293308258
2019-11-27,1.10225629806519
2019-11-28,1.10048532485962
2019-11-29,1.10117614269257
2019-12-02,1.10190415382385
2019-12-03,1.10791051387787
2019-12-04,1.10852456092834
2019-12-05,1.10830342769623
2019-12-06,1.11054348945618
2019-12-09,1.10588884353638
2019-12-10,1.10649943351746
2019-12-11,1.1092746257782
2019-12-12,1.11358571052551
2019-12-13,1.11860573291779
2019-12-16,1.11244606971741
2019-12-17,1.11369740962982
2019-12-18,1.11513805389404
2019-12-19,1.1115927696228
2019-12-20,1.11259460449219
2019-12-23,1.10798406600952
2019-12-24,1.10938537120819
2019-12-25,1.10901629924774
2019-12-26,1.10954546928406
2019-12-27,1.110111951828
2019-12-30,1.11823046207428
2019-12-31,1.12022972106934
2020-01-01,1.12208259105682
2020-01-02,1.12208259105682
2020-01-03,1.11714375019073
2020-01-06,1.11619603633881
2020-01-07,1.11979949474335
2020-01-08,1.11547386646271
2020-01-09,1.11132109165192
2020-01-10,1.11111116409302
2020-01-13,1.1116669178009
2020-01-14,1.1135733127594
2020-01-15,1.11308991909027
2020-01-16,1.11540043354034
2020-01-17,1.11395788192749
2020-01-20,1.10945928096771
2020-01-21,1.10969316959381
2020-01-22,1.10856139659882
2020-01-23,1.10964393615723
2020-01-24,1.10552203655243
2020-01-27,1.10253584384918
2020-01-28,1.10197699069977
2020-01-29,1.10225629806519
2020-01-30,1.10168552398682
2020-01-31,1.10291278362274
2020-02-03,1.10897946357727
2020-02-04,1.10629260540009
2020-02-05,1.10472822189331
2020-02-06,1.10023105144501
2020-02-07,1.09829759597778
2020-02-10,1.09493052959442
2020-02-11,1.09134566783905
2020-02-12,1.09194147586823
2020-02-13,1.08759486675262
2020-02-14,1.08459866046906
2020-02-17,1.08417534828186
2020-02-18,1.08401083946228
2020-02-19,1.07954049110413
2020-02-20,1.08100986480713
2020-02-21,1.07879984378815
2020-02-24,1.08390510082245
2020-02-25,1.08491992950439
2020-02-26,1.08819961547852
